,tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
14001,0.0107053,-0.46487,6599.78,-3875.5,42.4424,778.757,0.0540373,5.83,0.000374003,-0.00438164
14002,0.0109013,-0.43673,6599.77,-3875.5,43.903,774.68,0.0533885,5.86339,1.78413e-05,0.0290012
14003,0.0102789,-0.455763,6599.79,-3875.5,40.943,782.944,0.0544694,5.84331,0.000302924,0.00892265
14004,0.0106168,-0.437576,6599.78,-3875.5,42.2521,779.441,0.0542396,5.84386,0.000244156,0.00947807
14005,0.0105384,-0.490091,6599.78,-3875.5,41.7382,781.207,0.0546809,5.81235,0.000318486,-0.022033
14006,0.0105694,-0.393769,6599.78,-3875.5,42.2718,779.739,0.0542507,5.89169,0.000519081,0.0573086
14007,0.0110537,-0.465541,6599.76,-3875.5,44.2336,775.477,0.0539393,5.81064,-0.000122903,-0.0237462
14008,0.0109923,-0.469219,6599.76,-3875.5,43.4505,776.06,0.0536782,5.81775,-0.000148398,-0.0166367
14009,0.0106731,-0.474634,6599.78,-3875.5,42.451,778.892,0.0542056,5.81761,-9.44049e-05,-0.0167744
14010,0.0111074,-0.422915,6599.76,-3875.5,43.8876,774.754,0.0534898,5.87068,0.00042379,0.0362924
14011,0.0108876,-0.436897,6599.77,-3875.5,43.3535,776.275,0.0537796,5.85108,8.90339e-05,0.0166889
14012,0.010685,-0.430801,6599.78,-3875.5,42.7841,777.959,0.0541819,5.86251,0.000319552,0.0281227
14013,0.010906,-0.458784,6599.77,-3875.5,43.4085,776.181,0.0537729,5.84004,0.00055433,0.00565313
14014,0.0104969,-0.449427,6599.79,-3875.5,41.8297,780.439,0.0542621,5.84229,0.000453198,0.00790254
14015,0.0106846,-0.482656,6599.78,-3875.5,42.7675,778.028,0.0540921,5.81314,-0.000168367,-0.0212441
14016,0.0106088,-0.478299,6599.78,-3875.5,42.491,778.579,0.0539805,5.82142,-0.000207512,-0.012971
14017,0.0104531,-0.411165,6599.79,-3875.5,41.9401,780.42,0.0544006,5.88252,0.000314771,0.0481315
14018,0.0109141,-0.454878,6599.77,-3875.5,43.5277,775.821,0.053533,5.84719,0.000308406,0.0127992
14019,0.0110132,-0.432371,6599.76,-3875.5,44.0185,774.268,0.0533664,5.86449,0.000195483,0.0301032
14020,0.0110653,-0.43029,6599.76,-3875.5,43.7245,775.024,0.0532742,5.86424,0.000460293,0.0298549
14021,0.0107208,-0.496288,6599.77,-3875.5,42.6216,778.708,0.054248,5.80586,-0.000124488,-0.0285266
14022,0.0108935,-0.41633,6599.77,-3875.5,42.859,777.732,0.0542255,5.87384,0.000423301,0.0394539
14023,0.0107849,-0.444938,6599.77,-3875.5,43.0935,776.887,0.0536656,5.8553,0.000146719,0.0209162
14024,0.0104119,-0.433518,6599.79,-3875.5,40.9957,783.019,0.0548387,5.85458,0.000174995,0.0201912
14025,0.010845,-0.406552,6599.77,-3875.5,43.0728,777.399,0.0542143,5.88339,0.000637787,0.049004
14026,0.0105889,-0.469016,6599.78,-3875.5,42.3169,779.202,0.054203,5.8263,-3.94215e-05,-0.00808498
14027,0.0105802,-0.418689,6599.78,-3875.5,42.215,779.225,0.0538952,5.87185,0.000367577,0.0374641
14028,0.0103376,-0.494729,6599.79,-3875.5,41.8484,780.631,0.0545702,5.81321,-3.54212e-05,-0.0211738
14029,0.0103965,-0.463258,6599.79,-3875.5,41.4255,781.846,0.0547695,5.82899,-8.39646e-05,-0.00539932
14030,0.0103875,-0.427623,6599.79,-3875.5,41.2213,782.677,0.0550811,5.86185,-3.86981e-05,0.0274647
14031,0.0109104,-0.463958,6599.77,-3875.5,43.1499,776.993,0.0539387,5.82583,6.67184e-05,-0.0085517
14032,0.0105397,-0.482444,6599.78,-3875.5,41.8187,780.802,0.0546576,5.81345,0.000290949,-0.0209378
14033,0.0102758,-0.416753,6599.79,-3875.5,41.0903,782.765,0.0547925,5.86959,0.000325723,0.0352055
14034,0.0104659,-0.447111,6599.79,-3875.5,41.6512,781.195,0.0546991,5.84221,0.000380564,0.00782673
14035,0.0107518,-0.437906,6599.78,-3875.5,43.033,777.114,0.0538468,5.85256,5.49495e-05,0.0181772
14036,0.0106819,-0.456402,6599.78,-3875.5,42.7924,777.877,0.0539694,5.83522,0.000170101,0.000832004
14037,0.0110239,-0.47252,6599.76,-3875.5,43.6002,775.324,0.0532419,5.82799,9.08029e-05,-0.00639841
14038,0.0108763,-0.495552,6599.77,-3875.5,43.4678,776.551,0.0536899,5.85811,0.00037064,0.0237224
14039,0.0105358,-0.500361,6599.79,-3875.5,42.1239,780.189,0.0544541,5.80048,-0.000185125,-0.0339039
14040,0.0105722,-0.447879,6599.78,-3875.5,41.9701,780.132,0.0542909,5.85808,0.000306812,0.0236957
14041,0.0105031,-0.488201,6599.78,-3875.5,41.852,780.501,0.0542706,5.80983,-5.09475e-05,-0.0245562
14042,0.0106532,-0.476927,6599.78,-3875.5,42.5886,778.393,0.054031,5.81545,0.000143711,-0.0189367
14043,0.0108272,-0.463004,6599.77,-3875.5,43.2868,776.464,0.0537187,5.82926,4.80022e-05,-0.00512686
14044,0.0110287,-0.43895,6599.76,-3875.5,43.958,774.257,0.0531089,5.85527,0.000397728,0.0208795
14045,0.0108185,-0.429087,6599.77,-3875.5,43.1511,776.513,0.0535225,5.86791,-0.000118763,0.0335243
14046,0.0107329,-0.477689,6599.77,-3875.5,42.8451,777.704,0.0538585,5.81636,1.05481e-06,-0.0180227
14047,0.0106949,-0.417645,6599.77,-3875.5,42.5018,778.614,0.0539326,5.87485,0.000372176,0.0404593
14048,0.0102441,-0.455552,6599.79,-3875.5,40.9006,783.613,0.0553841,5.83578,-1.21138e-05,0.00138901
14049,0.0107687,-0.423664,6599.77,-3875.5,42.9331,777.403,0.0537228,5.86536,2.32352e-05,0.0309751
14050,0.0106881,-0.424264,6590.22,-3875.5,42.5156,779.08,0.054098,5.86446,0.000587362,0.0300761
14051,0.0106132,-0.400014,6599.78,-3875.5,42.6006,778.801,0.0542084,5.88891,0.000802007,0.0545275
